Time(s)   w(m/s)         T(K)        p(Pa)       z(m)          RH(%)       Nd(#/kg)       qv(g/kg)     total_mass
2364.00     0.00       277.57     80425.32    1801.00         100.00     10525984.6552       0.006504     0.00308743
2365.00     0.00       277.57     80425.32    1801.00         100.00     10461973.7132       0.006504     0.00308743
2366.00     0.00       277.57     80425.32    1801.00         100.00     10398481.1864       0.006504     0.00308743
2367.00     0.00       277.57     80425.32    1801.00         100.00     10335502.8860       0.006504     0.00308743
2368.00     0.00       277.57     80425.32    1801.00         100.00     10273034.6070       0.006504     0.00308743
2369.00     0.00       277.57     80425.32    1801.00         100.00     10211073.9465       0.006504     0.00308743
2370.00     0.00       277.57     80425.32    1801.00         100.00     10149617.3886       0.006504     0.00308743
2371.00     0.00       277.57     80425.32    1801.00         100.00     10088661.2515       0.006504     0.00308743
2372.00     0.00       277.57     80425.32    1801.00         100.00     10028201.5380       0.006504     0.00308743
2373.00     0.00       277.57     80425.32    1801.00         100.00      9968235.0305       0.006504     0.00308743
2374.00     0.00       277.57     80425.32    1801.00         100.00      9908758.7480       0.006504     0.00308743
2375.00     0.00       277.57     80425.32    1801.00         100.00      9849768.7564       0.006504     0.00308743
2376.00     0.00       277.57     80425.32    1801.00         100.00      9791261.0547       0.006504     0.00308743
2377.00     0.00       277.57     80425.32    1801.00         100.00      9733231.6643       0.006504     0.00308743
2378.00     0.00       277.57     80425.32    1801.00         100.00      9675677.5569       0.006504     0.00308743
2379.00     0.00       277.57     80425.32    1801.00         100.00      9618595.2566       0.006504     0.00308743
2380.00     0.00       277.57     80425.32    1801.00         100.00      9561980.7943       0.006504     0.00308743
2381.00     0.00       277.57     80425.32    1801.00         100.00      9505830.5899       0.006504     0.00308743
2382.00     0.00       277.57     80425.32    1801.00         100.00      9450140.8698       0.006504     0.00308743
2383.00     0.00       277.57     80425.32    1801.00         100.00      9394907.9129       0.006504     0.00308743
2384.00     0.00       277.57     80425.32    1801.00         100.00      9340128.5999       0.006504     0.00308743
2385.00     0.00       277.57     80425.32    1801.00         100.00      9285800.2638       0.006504     0.00308743
2386.00     0.00       277.57     80425.32    1801.00         100.00      9231919.6560       0.006504     0.00308743
2387.00     0.00       277.57     80425.32    1801.00         100.00      9178483.2216       0.006504     0.00308743
2388.00     0.00       277.57     80425.32    1801.00         100.00      9125487.5132       0.006504     0.00308743
2389.00     0.00       277.57     80425.32    1801.00         100.00      9072929.1043       0.006504     0.00308743
2390.00     0.00       277.57     80425.32    1801.00         100.00      9020805.2330       0.006504     0.00308743
2391.00     0.00       277.57     80425.32    1801.00         100.00      8969112.0722       0.006504     0.00308743
2392.00     0.00       277.57     80425.32    1801.00         100.00      8917846.2437       0.006504     0.00308743
2393.00     0.00       277.57     80425.32    1801.00         100.00      8867004.0973       0.006504     0.00308743
2394.00     0.00       277.57     80425.32    1801.00         100.00      8816582.0120       0.006504     0.00308743
2395.00     0.00       277.57     80425.32    1801.00         100.00      8766576.9626       0.006504     0.00308743
