Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops
3257.00     1.00       268.22     69187.77    3257.00   284.73       0.1000E+08
3258.00     1.00       268.21     69178.95    3258.00   284.91       0.1000E+08
3259.00     1.00       268.20     69170.14    3259.00   285.08       0.1000E+08
3260.00     1.00       268.19     69161.33    3260.00   285.26       0.1000E+08
3261.00     1.00       268.18     69152.52    3261.00   285.43       0.1000E+08
3262.00     1.00       268.17     69143.71    3262.00   285.60       0.1000E+08
3263.00     1.00       268.16     69134.91    3263.00   285.78       0.1000E+08
3264.00     1.00       268.15     69126.10    3264.00   285.95       0.1000E+08
3265.00     1.00       268.14     69117.29    3265.00   286.13       0.1000E+08
3266.00     1.00       268.13     69108.48    3266.00   286.30       0.1000E+08
3267.00     1.00       268.12     69099.68    3267.00   286.48       0.1000E+08
3268.00     1.00       268.11     69090.88    3268.00   286.65       0.1000E+08
3269.00     1.00       268.10     69082.07    3269.00   286.83       0.1000E+08
3270.00     1.00       268.09     69073.27    3270.00   287.00       0.1000E+08
3271.00     1.00       268.08     69064.47    3271.00   287.18       0.1000E+08
3272.00     1.00       268.07     69055.67    3272.00   287.35       0.1000E+08
3273.00     1.00       268.06     69046.87    3273.00   287.53       0.1000E+08
3274.00     1.00       268.05     69038.07    3274.00   287.71       0.1000E+08
3275.00     1.00       268.04     69029.27    3275.00   287.88       0.1000E+08
3276.00     1.00       268.03     69020.47    3276.00   288.06       0.1000E+08
3277.00     1.00       268.02     69011.67    3277.00   288.23       0.1000E+08
3278.00     1.00       268.01     69002.88    3278.00   288.41       0.1000E+08
3279.00     1.00       268.00     68994.08    3279.00   288.59       0.1000E+08
3280.00     1.00       267.99     68985.29    3280.00   288.76       0.1000E+08
3281.00     1.00       267.98     68976.49    3281.00   288.94       0.1000E+08
3282.00     1.00       267.97     68967.70    3282.00   289.12       0.1000E+08
3283.00     1.00       267.96     68958.91    3283.00   289.29       0.1000E+08
3284.00     1.00       267.96     68950.12    3284.00   289.47       0.1000E+08
3285.00     1.00       267.95     68941.32    3285.00   289.65       0.1000E+08
3286.00     1.00       267.94     68932.53    3286.00   289.83       0.1000E+08
3287.00     1.00       267.93     68923.75    3287.00   290.00       0.1000E+08
3288.00     1.00       267.92     68914.96    3288.00   290.18       0.1000E+08
3289.00     1.00       267.91     68906.17    3289.00   290.36       0.1000E+08
3290.00     1.00       267.90     68897.38    3290.00   290.54       0.1000E+08
3291.00     1.00       267.89     68888.60    3291.00   290.71       0.1000E+08
3292.00     1.00       267.88     68879.81    3292.00   290.89       0.1000E+08
3293.00     1.00       267.87     68871.03    3293.00   291.07       0.1000E+08
3294.00     1.00       267.86     68862.24    3294.00   291.25       0.1000E+08
3295.00     1.00       267.85     68853.46    3295.00   291.43       0.1000E+08
3296.00     1.00       267.84     68844.68    3296.00   291.61       0.1000E+08
3297.00     1.00       267.83     68835.90    3297.00   291.78       0.1000E+08
3298.00     1.00       267.82     68827.12    3298.00   291.96       0.1000E+08
