Time(s)   w(m/s)         T(K)        p(Pa)       z(m)    RH(%)  Activated Drops, q
2937.00     1.00       271.34     72049.14    2937.00   234.94     0.1522E+11     0.010938
2938.00     1.00       271.33     72040.07    2938.00   235.09     0.1522E+11     0.010938
2939.00     1.00       271.32     72031.00    2939.00   235.23     0.1522E+11     0.010938
2940.00     1.00       271.31     72021.93    2940.00   235.37     0.1522E+11     0.010938
2941.00     1.00       271.30     72012.86    2941.00   235.51     0.1522E+11     0.010938
2942.00     1.00       271.29     72003.79    2942.00   235.65     0.1522E+11     0.010938
2943.00     1.00       271.28     71994.73    2943.00   235.79     0.1522E+11     0.010938
2944.00     1.00       271.27     71985.66    2944.00   235.93     0.1522E+11     0.010938
2945.00     1.00       271.26     71976.59    2945.00   236.07     0.1522E+11     0.010938
2946.00     1.00       271.25     71967.53    2946.00   236.21     0.1522E+11     0.010938
2947.00     1.00       271.24     71958.47    2947.00   236.35     0.1522E+11     0.010938
2948.00     1.00       271.23     71949.40    2948.00   236.49     0.1522E+11     0.010939
2949.00     1.00       271.22     71940.34    2949.00   236.64     0.1522E+11     0.010939
2950.00     1.00       271.21     71931.28    2950.00   236.78     0.1522E+11     0.010939
2951.00     1.00       271.20     71922.22    2951.00   236.92     0.1522E+11     0.010939
2952.00     1.00       271.19     71913.16    2952.00   237.06     0.1522E+11     0.010939
2953.00     1.00       271.19     71904.10    2953.00   237.20     0.1522E+11     0.010939
2954.00     1.00       271.18     71895.04    2954.00   237.34     0.1522E+11     0.010939
2955.00     1.00       271.17     71885.98    2955.00   237.49     0.1522E+11     0.010939
2956.00     1.00       271.16     71876.93    2956.00   237.63     0.1522E+11     0.010939
2957.00     1.00       271.15     71867.87    2957.00   237.77     0.1522E+11     0.010939
2958.00     1.00       271.14     71858.82    2958.00   237.91     0.1522E+11     0.010939
2959.00     1.00       271.13     71849.76    2959.00   238.06     0.1522E+11     0.010939
2960.00     1.00       271.12     71840.71    2960.00   238.20     0.1522E+11     0.010939
2961.00     1.00       271.11     71831.66    2961.00   238.34     0.1522E+11     0.010939
2962.00     1.00       271.10     71822.61    2962.00   238.48     0.1522E+11     0.010939
2963.00     1.00       271.09     71813.55    2963.00   238.63     0.1522E+11     0.010939
2964.00     1.00       271.08     71804.50    2964.00   238.77     0.1522E+11     0.010939
2965.00     1.00       271.07     71795.46    2965.00   238.91     0.1522E+11     0.010939
2966.00     1.00       271.06     71786.41    2966.00   239.06     0.1522E+11     0.010939
2967.00     1.00       271.05     71777.36    2967.00   239.20     0.1522E+11     0.010939
2968.00     1.00       271.04     71768.31    2968.00   239.34     0.1522E+11     0.010939
2969.00     1.00       271.03     71759.27    2969.00   239.49     0.1522E+11     0.010939
2970.00     1.00       271.02     71750.22    2970.00   239.63     0.1522E+11     0.010939
2971.00     1.00       271.01     71741.18    2971.00   239.77     0.1522E+11     0.010939
2972.00     1.00       271.00     71732.13    2972.00   239.92     0.1522E+11     0.010939
2973.00     1.00       270.99     71723.09    2973.00   240.06     0.1523E+11     0.010939
2974.00     1.00       270.98     71714.05    2974.00   240.20     0.1523E+11     0.010939
2975.00     1.00       270.97     71705.01    2975.00   240.35     0.1523E+11     0.010939
2976.00     1.00       270.96     71695.97    2976.00   240.49     0.1523E+11     0.010939
2977.00     1.00       270.95     71686.93    2977.00   240.64     0.1523E+11     0.010939
2978.00     1.00       270.94     71677.89    2978.00   240.78     0.1523E+11     0.010939
2979.00     1.00       270.93     71668.85    2979.00   240.92     0.1523E+11     0.010939
2980.00     1.00       270.92     71659.82    2980.00   241.07     0.1523E+11     0.010939
2981.00     1.00       270.91     71650.78    2981.00   241.21     0.1523E+11     0.010939
2982.00     1.00       270.90     71641.74    2982.00   241.36     0.1523E+11     0.010939
2983.00     1.00       270.89     71632.71    2983.00   241.50     0.1523E+11     0.010939
2984.00     1.00       270.88     71623.68    2984.00   241.65     0.1523E+11     0.010939
2985.00     1.00       270.87     71614.64    2985.00   241.79     0.1523E+11     0.010939
2986.00     1.00       270.86     71605.61    2986.00   241.94     0.1523E+11     0.010939
2987.00     1.00       270.85     71596.58    2987.00   242.08     0.1523E+11     0.010939
2988.00     1.00       270.84     71587.55    2988.00   242.23     0.1523E+11     0.010939
2989.00     1.00       270.83     71578.52    2989.00   242.37     0.1523E+11     0.010939
2990.00     1.00       270.82     71569.49    2990.00   242.52     0.1523E+11     0.010939
2991.00     1.00       270.81     71560.46    2991.00   242.66     0.1523E+11     0.010939
2992.00     1.00       270.80     71551.44    2992.00   242.81     0.1523E+11     0.010939
2993.00     1.00       270.79     71542.41    2993.00   242.96     0.1523E+11     0.010939
2994.00     1.00       270.78     71533.38    2994.00   243.10     0.1523E+11     0.010939
2995.00     1.00       270.78     71524.36    2995.00   243.25     0.1523E+11     0.010939
2996.00     1.00       270.77     71515.34    2996.00   243.39     0.1523E+11     0.010939
2997.00     1.00       270.76     71506.31    2997.00   243.54     0.1523E+11     0.010939
2998.00     1.00       270.75     71497.29    2998.00   243.69     0.1523E+11     0.010939
2999.00     1.00       270.74     71488.27    2999.00   243.83     0.1523E+11     0.010939
3000.00     1.00       270.73     71479.25    3000.00   243.98     0.1523E+11     0.010939
3001.00     1.00       270.72     71470.23    3001.00   244.13     0.1523E+11     0.010939
3002.00     1.00       270.71     71461.21    3002.00   244.27     0.1523E+11     0.010939
3003.00     1.00       270.70     71452.19    3003.00   244.42     0.1523E+11     0.010939
3004.00     1.00       270.69     71443.17    3004.00   244.57     0.1523E+11     0.010939
3005.00     1.00       270.68     71434.16    3005.00   244.71     0.1523E+11     0.010939
3006.00     1.00       270.67     71425.14    3006.00   244.86     0.1523E+11     0.010939
3007.00     1.00       270.66     71416.13    3007.00   245.01     0.1523E+11     0.010939
3008.00     1.00       270.65     71407.11    3008.00   245.16     0.1523E+11     0.010939
3009.00     1.00       270.64     71398.10    3009.00   245.30     0.1523E+11     0.010939
3010.00     1.00       270.63     71389.09    3010.00   245.45     0.1523E+11     0.010939
3011.00     1.00       270.62     71380.07    3011.00   245.60     0.1523E+11     0.010939
3012.00     1.00       270.61     71371.06    3012.00   245.75     0.1523E+11     0.010939
3013.00     1.00       270.60     71362.05    3013.00   245.89     0.1523E+11     0.010939
3014.00     1.00       270.59     71353.04    3014.00   246.04     0.1523E+11     0.010939
3015.00     1.00       270.58     71344.03    3015.00   246.19     0.1523E+11     0.010939
3016.00     1.00       270.57     71335.03    3016.00   246.34     0.1523E+11     0.010939
3017.00     1.00       270.56     71326.02    3017.00   246.49     0.1523E+11     0.010939
3018.00     1.00       270.55     71317.01    3018.00   246.63     0.1523E+11     0.010939
3019.00     1.00       270.54     71308.01    3019.00   246.78     0.1523E+11     0.010939
3020.00     1.00       270.53     71299.00    3020.00   246.93     0.1523E+11     0.010939
3021.00     1.00       270.52     71290.00    3021.00   247.08     0.1523E+11     0.010939
3022.00     1.00       270.51     71281.00    3022.00   247.23     0.1523E+11     0.010939
3023.00     1.00       270.50     71272.00    3023.00   247.38     0.1523E+11     0.010939
3024.00     1.00       270.49     71262.99    3024.00   247.53     0.1523E+11     0.010939
3025.00     1.00       270.48     71253.99    3025.00   247.67     0.1523E+11     0.010939
3026.00     1.00       270.47     71244.99    3026.00   247.82     0.1523E+11     0.010939
3027.00     1.00       270.46     71236.00    3027.00   247.97     0.1523E+11     0.010939
3028.00     1.00       270.45     71227.00    3028.00   248.12     0.1523E+11     0.010939
3029.00     1.00       270.44     71218.00    3029.00   248.27     0.1523E+11     0.010939
3030.00     1.00       270.43     71209.00    3030.00   248.42     0.1523E+11     0.010939
3031.00     1.00       270.42     71200.01    3031.00   248.57     0.1523E+11     0.010939
3032.00     1.00       270.41     71191.01    3032.00   248.72     0.1523E+11     0.010939
3033.00     1.00       270.40     71182.02    3033.00   248.87     0.1523E+11     0.010939
3034.00     1.00       270.39     71173.03    3034.00   249.02     0.1523E+11     0.010939
3035.00     1.00       270.38     71164.04    3035.00   249.17     0.1523E+11     0.010939
3036.00     1.00       270.38     71155.04    3036.00   249.32     0.1523E+11     0.010939
3037.00     1.00       270.37     71146.05    3037.00   249.47     0.1523E+11     0.010939
3038.00     1.00       270.36     71137.06    3038.00   249.62     0.1523E+11     0.010939
3039.00     1.00       270.35     71128.07    3039.00   249.77     0.1523E+11     0.010939
3040.00     1.00       270.34     71119.09    3040.00   249.92     0.1523E+11     0.010939
3041.00     1.00       270.33     71110.10    3041.00   250.07     0.1523E+11     0.010939
3042.00     1.00       270.32     71101.11    3042.00   250.22     0.1523E+11     0.010939
3043.00     1.00       270.31     71092.13    3043.00   250.37     0.1523E+11     0.010939
3044.00     1.00       270.30     71083.14    3044.00   250.53     0.1523E+11     0.010939
3045.00     1.00       270.29     71074.16    3045.00   250.68     0.1523E+11     0.010939
3046.00     1.00       270.28     71065.17    3046.00   250.83     0.1523E+11     0.010939
3047.00     1.00       270.27     71056.19    3047.00   250.98     0.1523E+11     0.010939
3048.00     1.00       270.26     71047.21    3048.00   251.13     0.1523E+11     0.010939
3049.00     1.00       270.25     71038.23    3049.00   251.28     0.1523E+11     0.010939
3050.00     1.00       270.24     71029.25    3050.00   251.43     0.1523E+11     0.010939
3051.00     1.00       270.23     71020.27    3051.00   251.59     0.1523E+11     0.010939
3052.00     1.00       270.22     71011.29    3052.00   251.74     0.1523E+11     0.010939
3053.00     1.00       270.21     71002.31    3053.00   251.89     0.1523E+11     0.010939
3054.00     1.00       270.20     70993.34    3054.00   252.04     0.1523E+11     0.010939
3055.00     1.00       270.19     70984.36    3055.00   252.19     0.1523E+11     0.010939
3056.00     1.00       270.18     70975.39    3056.00   252.35     0.1523E+11     0.010939
3057.00     1.00       270.17     70966.41    3057.00   252.50     0.1523E+11     0.010939
3058.00     1.00       270.16     70957.44    3058.00   252.65     0.1523E+11     0.010939
3059.00     1.00       270.15     70948.46    3059.00   252.80     0.1523E+11     0.010939
3060.00     1.00       270.14     70939.49    3060.00   252.96     0.1523E+11     0.010939
3061.00     1.00       270.13     70930.52    3061.00   253.11     0.1523E+11     0.010939
3062.00     1.00       270.12     70921.55    3062.00   253.26     0.1523E+11     0.010939
3063.00     1.00       270.11     70912.58    3063.00   253.41     0.1523E+11     0.010939
3064.00     1.00       270.10     70903.61    3064.00   253.57     0.1523E+11     0.010939
3065.00     1.00       270.09     70894.65    3065.00   253.72     0.1523E+11     0.010939
3066.00     1.00       270.08     70885.68    3066.00   253.87     0.1523E+11     0.010939
3067.00     1.00       270.07     70876.71    3067.00   254.03     0.1523E+11     0.010939
3068.00     1.00       270.06     70867.75    3068.00   254.18     0.1523E+11     0.010939
3069.00     1.00       270.05     70858.78    3069.00   254.33     0.1523E+11     0.010939
3070.00     1.00       270.04     70849.82    3070.00   254.49     0.1523E+11     0.010939
3071.00     1.00       270.03     70840.85    3071.00   254.64     0.1523E+11     0.010939
3072.00     1.00       270.02     70831.89    3072.00   254.80     0.1523E+11     0.010939
3073.00     1.00       270.01     70822.93    3073.00   254.95     0.1523E+11     0.010939
3074.00     1.00       270.00     70813.97    3074.00   255.10     0.1523E+11     0.010939
3075.00     1.00       269.99     70805.01    3075.00   255.26     0.1523E+11     0.010939
3076.00     1.00       269.98     70796.05    3076.00   255.41     0.1523E+11     0.010939
3077.00     1.00       269.98     70787.09    3077.00   255.57     0.1523E+11     0.010939
3078.00     1.00       269.97     70778.14    3078.00   255.72     0.1523E+11     0.010939
3079.00     1.00       269.96     70769.18    3079.00   255.88     0.1523E+11     0.010939
3080.00     1.00       269.95     70760.22    3080.00   256.03     0.1523E+11     0.010939
3081.00     1.00       269.94     70751.27    3081.00   256.19     0.1523E+11     0.010939
3082.00     1.00       269.93     70742.31    3082.00   256.34     0.1523E+11     0.010939
3083.00     1.00       269.92     70733.36    3083.00   256.50     0.1523E+11     0.010939
